"TIME";"DESTINATION";"DESTINATION_PLANET";"CREDITS";"LOOT_TYPE";"LOOT"
"2018-12-23 01:15:01";"Solium";"Eris";13400;"miscellaneous";"150 ENDO"
"2018-12-23 00:34:01";"Palus";"Pluto";13100;"";""
"2018-12-23 00:30:01";"Laomedeia";"Neptune";12200;"resource";"Gallium"
"2018-12-23 00:26:01";"Cambria";"Earth";3500;"miscellaneous";"80 ENDO"
"2018-12-23 00:23:01";"Monolith";"Phobos";6800;"";""
"2018-12-23 00:14:01";"Draco";"Ceres";0;"resource";"Fieldron (3x)"
"2018-12-23 00:11:01";"Kiliken";"Venus";4400;"";""
"2018-12-23 00:08:01";"Thon";"Ceres";0;"resource";"Snipetron Vandal Barrel"
"2018-12-22 23:57:02";"Ukko";"Void";12500;"resource";"Void Traces (20x)"
"2018-12-22 23:28:01";"Arval";"Mars";5600;"miscellaneous";"Stunning Speed"
"2018-12-22 23:13:02";"Adaro";"Sedna";0;"resource";"Detonite Injector (3x)"
"2018-12-22 23:09:01";"Helene";"Saturn";10400;"miscellaneous";"100 ENDO"
"2018-12-22 23:01:02";"Berehynia";"Sedna";12800;"resource";"Nitain Extract"
"2018-12-22 22:38:02";"Caloris";"Mercury";5000;"resource";"Argon Crystal"
"2018-12-22 22:36:01";"Lex";"Ceres";7100;"";""
"2018-12-22 22:14:02";"Salacia";"Neptune";11600;"";""
"2018-12-22 22:08:01";"Orias";"Europa";9200;"";""
"2018-12-22 21:52:01";"Palus";"Pluto";12500;"blueprint";"Vauban Chassis"
"2018-12-22 21:49:01";"Solium";"Eris";14000;"resource";"Oxium (300x)"
"2018-12-22 21:47:01";"Ophelia";"Uranus";10400;"miscellaneous";"Chilling Reload"
"2018-12-22 21:25:01";"Cytherean";"Venus";4400;"";""
"2018-12-22 21:11:01";"Ukko";"Void";12800;"resource";"Void Traces (20x)"
"2018-12-22 21:01:02";"Anthe";"Saturn";9500;"blueprint";"Nyx Menticide Helmet"
"2018-12-22 20:23:02";"Suisei";"Mercury";5600;"miscellaneous";"80 ENDO"
"2018-12-22 20:17:02";"Pacific";"Earth";4100;"blueprint";"Octavia Cadenza Helmet"
"2018-12-22 20:01:02";"Draco";"Ceres";7700;"";""
"2018-12-22 20:01:01";"Armaros";"Europa";8900;"miscellaneous";"100 ENDO"
"2018-12-22 19:36:01";"Charybdis";"Sedna";14000;"blueprint";"Zephyr Cierzo Helmet"
"2018-12-22 19:29:02";"Gulliver";"Phobos";6200;"";""
"2018-12-22 19:15:01";"Despina";"Neptune";11900;"";""
"2018-12-22 18:58:02";"Ariel";"Uranus";10400;"resource";"Argon Crystal"
"2018-12-22 18:25:01";"Solium";"Eris";13700;"";""
"2018-12-22 18:07:01";"Belenus";"Void";13100;"resource";"Nitain Extract"
"2018-12-22 17:49:01";"Carme";"Jupiter";7700;"";""
"2018-12-22 17:47:01";"Oceanum";"Pluto";13100;"resource";"Orokin Cell"
"2018-12-22 17:30:01";"Baal";"Europa";9500;"miscellaneous";"100 ENDO"
"2018-12-22 17:11:01";"Rhea";"Saturn";10700;"resource";"Oxium (300x)"
"2018-12-22 16:53:01";"Ara";"Mars";6500;"miscellaneous";"80 ENDO"
"2018-12-22 16:45:02";"Tethys";"Saturn";0;"resource";"Detonite Injector (3x)"
"2018-12-22 16:31:01";"Naga";"Sedna";12500;"";""
"2018-12-22 16:27:01";"Everest";"Earth";3500;"miscellaneous";"80 ENDO"
"2018-12-22 16:09:01";"Skyresh";"Phobos";7100;"miscellaneous";"Focus Energy"
"2018-12-22 15:53:01";"Taranis";"Void";7400;"resource";"Void Traces (20x)"
"2018-12-22 15:33:01";"Salacia";"Neptune";11300;"resource";"Gallium"
"2018-12-22 15:26:02";"Calypso";"Saturn";0;"resource";"Detonite Injector (3x)"
"2018-12-22 15:16:01";"Narcissus";"Pluto";12800;"miscellaneous";"Constitution"
"2018-12-22 15:07:01";"Suisei";"Mercury";5300;"";""
"2018-12-22 14:35:01";"Paimon";"Europa";8600;"";""
"2018-12-22 14:24:02";"Proteus";"Neptune";12500;"blueprint";"Orokin Catalyst"
"2018-12-22 14:15:01";"Ariel";"Uranus";10700;"blueprint";"Excalibur Mordred Helmet"
"2018-12-22 14:03:01";"Amalthea";"Jupiter";8600;"resource";"Ferrite (3,000x)"
"2018-12-22 14:01:01";"Nuovo";"Ceres";7100;"miscellaneous";"100 ENDO"
"2018-12-22 13:41:01";"Kelpie";"Sedna";14600;"";""
"2018-12-22 13:11:01";"Morax";"Europa";8600;"blueprint";"Forma"
"2018-12-22 13:06:02";"Skyresh";"Phobos";7100;"resource";"Nano Spores (3,000x)"
"2018-12-22 12:53:01";"Keeler";"Saturn";10100;"resource";"Nitain Extract"
"2018-12-22 12:48:02";"Ani";"Void";10400;"resource";"Void Traces (20x)"
"2018-12-22 12:19:01";"Isos";"Eris";12800;"blueprint";"Dual Zoren Dagger-axe Skin"
"2018-12-22 11:53:01";"Caelus";"Uranus";11000;"";""
"2018-12-22 11:29:02";"Montes";"Venus";5300;"blueprint";"Ivara Zirastra Helmet"
"2018-12-22 11:14:01";"Cinxia";"Ceres";7400;"";""
"2018-12-22 11:10:02";"Hellas";"Mars";5600;"";""
"2018-12-22 11:00:01";"Salacia";"Neptune";11600;"";""
"2018-12-22 10:44:01";"Monolith";"Phobos";6800;"miscellaneous";"Fortitude"
"2018-12-22 10:32:01";"E Prime";"Earth";3500;"miscellaneous";"80 ENDO"
"2018-12-22 10:18:02";"Elara";"Jupiter";7700;"resource";"Argon Crystal"
"2018-12-22 09:49:02";"Brugia";"Eris";13400;"miscellaneous";"150 ENDO"
"2018-12-22 09:13:01";"Mithra";"Void";15500;"blueprint";"Garuda Bathory Helmet"
"2018-12-22 09:08:01";"Draco";"Ceres";7700;"blueprint";"Saryn Hemlock Helmet"
"2018-12-22 09:03:01";"Sycorax";"Uranus";10400;"";""
"2018-12-22 08:36:01";"Paimon";"Europa";8600;"";""
"2018-12-22 08:24:01";"Charybdis";"Sedna";13700;"blueprint";"Forma"
"2018-12-22 08:15:02";"Suisei";"Mercury";5300;"";""
"2018-12-22 07:56:02";"Outer Terminus";"Pluto";14600;"";""
"2018-12-22 07:34:01";"Amalthea";"Jupiter";8600;"resource";"Nitain Extract"
"2018-12-22 07:11:01";"Oestrus";"Eris";13700;"";""
"2018-12-22 07:01:02";"Numa";"Saturn";0;"resource";"Detonite Injector (3x)"
"2018-12-22 07:00:01";"Skyresh";"Phobos";6800;"resource";"Rubedo (450x)"
"2018-12-22 06:57:01";"Vallis";"Mars";6800;"miscellaneous";"80 ENDO"
"2018-12-22 06:43:02";"Unda";"Venus";4400;"";""
"2018-12-22 06:04:01";"Ophelia";"Uranus";11300;"resource";"Argon Crystal"
"2018-12-22 06:02:02";"Koro";"Kuva Fortress";11900;"resource";"Synthula (5x)"
"2018-12-22 06:02:01";"Taranis";"Void";6500;"resource";"Void Traces (20x)"
"2018-12-22 05:26:02";"Ludi";"Ceres";7700;"";""
"2018-12-22 05:16:01";"Enceladus";"Saturn";0;"resource";"Mutagen Mass"
"2018-12-22 04:53:01";"Valefor";"Europa";8900;"blueprint";"Equinox Solstice Helmet"
"2018-12-22 04:47:01";"Anthe";"Saturn";9800;"";""
"2018-12-22 04:39:01";"Sao";"Neptune";11600;"miscellaneous";"150 ENDO"
"2018-12-22 04:06:01";"Cypress";"Pluto";14000;"blueprint";"Frost Squall Helmet"
"2018-12-22 04:02:02";"Skyresh";"Phobos";6800;"miscellaneous";"100 ENDO"
"2018-12-22 03:50:02";"Naga";"Sedna";13100;"miscellaneous";"150 ENDO"
"2018-12-22 03:38:01";"Brugia";"Eris";13400;"resource";"Neural Sensors"
"2018-12-22 03:12:02";"Metis";"Jupiter";8000;"miscellaneous";"100 ENDO"
"2018-12-22 03:03:01";"E Gate";"Venus";4400;"";""
"2018-12-22 02:36:01";"Mithra";"Void";15500;"resource";"Void Traces (20x)"
"2018-12-22 02:26:01";"Ariel";"Uranus";10700;"resource";"Control Module"
"2018-12-22 02:12:02";"Salacia";"Neptune";12500;"";""
"2018-12-22 01:44:01";"Kokabiel";"Europa";8900;"resource";"Nitain Extract"
"2018-12-22 01:42:01";"Eurasia";"Earth";4100;"miscellaneous";"Constitution"
"2018-12-22 01:32:01";"Kiste";"Ceres";7100;"";""
"2018-12-22 01:12:02";"Palus";"Pluto";13400;"";""
"2018-12-22 01:11:01";"Unda";"Venus";4400;"";""
"2018-12-22 00:42:01";"Saxis";"Eris";13400;"miscellaneous";"150 ENDO"
"2018-12-22 00:39:01";"Naga";"Sedna";12500;"blueprint";"Scindo Dagger-axe Skin"
"2018-12-22 00:04:01";"Carme";"Jupiter";7700;"resource";"Polymer Bundle (300x)"
"2018-12-21 23:59:01";"Skyresh";"Phobos";6500;"";""
"2018-12-21 23:43:02";"Keeler";"Saturn";10100;"";""
"2018-12-21 23:31:01";"Syrtis";"Mars";5600;"";""
"2018-12-21 23:14:01";"Nuovo";"Ceres";7100;"resource";"Gallium"
"2018-12-21 22:45:01";"Acheron";"Pluto";14000;"resource";"Plastids (300x)"
"2018-12-21 22:20:01";"Sao";"Neptune";11900;"blueprint";"Excalibur Avalon Helmet"
"2018-12-21 22:14:01";"Everest";"Earth";4400;"";""
"2018-12-21 21:57:01";"Oxomoco";"Void";11900;"resource";"Void Traces (20x)"
"2018-12-21 21:46:02";"Titan";"Saturn";0;"resource";"Detonite Injector (3x)"
"2018-12-21 21:30:01";"Venera";"Venus";4700;"blueprint";"Equinox Clisthert Helm"
"2018-12-21 21:30:01";"Xini";"Eris";12200;"";""
"2018-12-21 21:19:01";"Naga";"Sedna";12800;"";""
"2018-12-21 20:52:01";"Metis";"Jupiter";7700;"";""
"2018-12-21 20:42:01";"Martialis";"Mars";6200;"miscellaneous";"Hammer Shot"
"2018-12-21 20:41:01";"Kokabiel";"Europa";8900;"resource";"Nitain Extract"
"2018-12-21 20:31:01";"Monolith";"Phobos";7100;"blueprint";"Dark Dagger"
"2018-12-21 20:14:01";"Cypress";"Pluto";14300;"";""
"2018-12-21 20:06:01";"Hades";"Pluto";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-12-21 19:47:02";"Ariel";"Uranus";10700;"";""
"2018-12-21 19:36:01";"Enceladus";"Saturn";0;"resource";"Detonite Injector (3x)"
"2018-12-21 19:34:02";"Oxomoco";"Void";12200;"resource";"Void Traces (20x)"
"2018-12-21 19:12:01";"Rhea";"Saturn";10100;"resource";"Nano Spores (3,000x)"
"2018-12-21 18:59:01";"Ludi";"Ceres";8000;"";""
"2018-12-21 18:51:02";"E Prime";"Earth";3500;"";""
"2018-12-21 18:18:01";"Solium";"Eris";13400;"miscellaneous";"150 ENDO"
"2018-12-21 18:14:01";"Numa";"Saturn";0;"resource";"Detonite Injector (3x)"
"2018-12-21 18:01:01";"Palus";"Pluto";0;"resource";"Fieldron (3x)"
"2018-12-21 18:00:02";"Adaro";"Sedna";12500;"miscellaneous";"Accelerated Blast"
"2018-12-21 17:54:01";"Sao";"Neptune";11900;"blueprint";"Vauban Systems"
"2018-12-21 17:51:01";"Montes";"Venus";4700;"";""
"2018-12-21 17:36:02";"Hellas";"Mars";5300;"resource";"Argon Crystal"
"2018-12-21 17:12:01";"Ani";"Void";9500;"resource";"Void Traces (20x)"
"2018-12-21 17:00:01";"Numa";"Saturn";9800;"blueprint";"Mag Coil Helmet"
"2018-12-21 16:31:01";"Valac";"Europa";8600;"blueprint";"Frost Aurora Helmet"
"2018-12-21 16:18:01";"M Prime";"Mercury";5300;"";""
"2018-12-21 16:10:01";"Oestrus";"Eris";13400;"";""
"2018-12-21 16:00:01";"Kelpie";"Sedna";14000;"resource";"Neural Sensors"
"2018-12-21 15:35:02";"Monolith";"Phobos";6800;"miscellaneous";"100 ENDO"
"2018-12-21 15:30:02";"Ludi";"Ceres";8000;"resource";"Nitain Extract"
"2018-12-21 15:14:02";"Everest";"Earth";3500;"miscellaneous";"Streamlined Form"
"2018-12-21 15:14:01";"Ker";"Ceres";0;"resource";"Dera Vandal Blueprint"
"2018-12-21 15:06:02";"Laomedeia";"Neptune";12200;"";""
"2018-12-21 14:40:02";"Io";"Jupiter";8600;"";""
"2018-12-21 14:26:01";"Ara";"Mars";6200;"resource";"Salvage (300x)"
"2018-12-21 14:02:02";"Valac";"Europa";8300;"miscellaneous";"100 ENDO"
"2018-12-21 13:50:01";"Cypress";"Pluto";14300;"miscellaneous";"150 ENDO"
"2018-12-21 13:49:01";"Pallas";"Ceres";6800;"blueprint";"Limbo Magrite Helmet"
"2018-12-21 13:46:01";"Boethius";"Mercury";5300;"miscellaneous";"80 ENDO"
"2018-12-21 13:42:01";"Triton";"Neptune";0;"resource";"Detonite Injector (3x)"
"2018-12-21 13:42:01";"Galatea";"Neptune";0;"resource";"Sheev Blade"
"2018-12-21 13:23:01";"Ariel";"Uranus";11000;"";""
"2018-12-21 13:19:02";"Stribog";"Void";9200;"resource";"Void Traces (20x)"
"2018-12-21 12:43:01";"Triton";"Neptune";11900;"";""
"2018-12-21 12:32:01";"Sharpless";"Phobos";6500;"blueprint";"Rhino Thrak Helmet"
"2018-12-21 12:14:01";"Numa";"Saturn";9800;"miscellaneous";"100 ENDO"
"2018-12-21 12:00:01";"Selkie";"Sedna";12800;"miscellaneous";"150 ENDO"
"2018-12-21 11:47:01";"Kala-azar";"Eris";13400;"";""
"2018-12-21 11:29:01";"Minthe";"Pluto";11900;"blueprint";"Nyx Menticide Helmet"
"2018-12-21 11:20:01";"Bode";"Ceres";6800;"miscellaneous";"100 ENDO"
"2018-12-21 11:05:01";"Mot";"Void";14900;"resource";"Rubedo (450x)"
"2018-12-21 10:50:02";"Montes";"Venus";5000;"resource";"Nitain Extract"
"2018-12-21 10:43:01";"Metis";"Jupiter";8000;"miscellaneous";"100 ENDO"
"2018-12-21 10:16:01";"Boethius";"Mercury";5900;"miscellaneous";"80 ENDO"
"2018-12-21 10:10:01";"Anthe";"Saturn";10100;"";""
"2018-12-21 09:32:02";"Sharpless";"Phobos";6800;"resource";"Ferrite (3,000x)"
"2018-12-21 09:19:02";"Eurasia";"Earth";4100;"miscellaneous";"80 ENDO"
"2018-12-21 09:06:02";"Ose";"Europa";8900;"";""
"2018-12-21 08:55:01";"Kiste";"Ceres";7100;"";""
"2018-12-21 08:42:01";"Belenus";"Void";12800;"resource";"Alloy Plate (1,500x)"
"2018-12-21 08:25:01";"Naeglar";"Eris";12200;"";""
"2018-12-21 08:02:02";"Anthe";"Saturn";10100;"blueprint";"Vauban Chassis"
"2018-12-21 07:56:01";"Cressida";"Uranus";11600;"";""
"2018-12-21 07:47:01";"Laomedeia";"Neptune";12500;"blueprint";"Glaive"
"2018-12-21 07:23:02";"Kiliken";"Venus";4400;"";""
"2018-12-21 07:20:01";"Everest";"Earth";4700;"";""
"2018-12-21 07:11:01";"Sharpless";"Phobos";6500;"";""
"2018-12-21 06:44:01";"Oceanum";"Pluto";13400;"";""
"2018-12-21 06:20:02";"Boethius";"Mercury";5300;"miscellaneous";"80 ENDO"
"2018-12-21 05:53:01";"Olympus";"Mars";6500;"miscellaneous";"80 ENDO"
"2018-12-21 05:52:01";"Mithra";"Void";15800;"resource";"Salvage (300x)"
"2018-12-21 05:39:01";"Orias";"Europa";8900;"resource";"Nitain Extract"
"2018-12-21 05:17:01";"Selkie";"Sedna";13100;"";""
"2018-12-21 05:14:01";"Sycorax";"Uranus";10100;"blueprint";"Oberon Oryx Helmet"
"2018-12-21 05:12:02";"Tamu";"Kuva Fortress";12800;"resource";"Synthula (5x)"
"2018-12-21 04:53:01";"Metis";"Jupiter";7700;"";""
"2018-12-21 04:38:01";"Monolith";"Phobos";6800;"miscellaneous";"100 ENDO"
"2018-12-21 04:16:02";"Narcissus";"Pluto";12800;"resource";"Orokin Cell"
"2018-12-21 04:04:01";"Unda";"Venus";4700;"";""
"2018-12-21 03:45:02";"Taranis";"Void";6800;"resource";"Void Traces (20x)"
"2018-12-21 03:23:02";"Salacia";"Neptune";11600;"blueprint";"Mag Coil Helmet"
"2018-12-21 03:22:01";"M Prime";"Mercury";5300;"miscellaneous";"80 ENDO"
"2018-12-21 02:55:02";"Dione";"Saturn";9200;"blueprint";"Revenant Vania Helmet"
"2018-12-21 02:44:01";"Draco";"Ceres";7400;"resource";"Salvage (300x)"
"2018-12-21 02:21:01";"Pacific";"Earth";4100;"";""
"2018-12-21 01:55:02";"Naga";"Sedna";12500;"";""
"2018-12-21 01:52:01";"Thebe";"Jupiter";8900;"resource";"Orokin Cell"
"2018-12-21 01:40:02";"Minthe";"Pluto";12800;"blueprint";"Ember Phoenix Helmet"
"2018-12-21 01:13:01";"Ariel";"Uranus";10400;"";""
"2018-12-21 01:12:01";"Taranis";"Void";6800;"resource";"Kavat Genetic Code (5x)"
"2018-12-21 01:08:01";"Abaddon";"Europa";9800;"";""
"2018-12-21 00:25:01";"Oestrus";"Eris";13700;"resource";"Nitain Extract"
"2018-12-21 00:09:02";"Vallis";"Mars";6200;"";""
"2018-12-21 00:05:02";"Dione";"Saturn";9500;"";""
"2018-12-21 00:01:02";"Amalthea";"Jupiter";8000;"miscellaneous";"100 ENDO"
"2018-12-20 23:27:01";"Salacia";"Neptune";11600;"blueprint";"Ceramic Dagger"
"2018-12-20 23:23:01";"Minthe";"Pluto";12500;"resource";"Neural Sensors"
"2018-12-20 22:58:01";"Valac";"Europa";8600;"resource";"Oxium (300x)"
"2018-12-20 22:57:01";"V Prime";"Venus";5000;"";""
"2018-12-20 22:55:01";"Thon";"Ceres";8000;"";""
"2018-12-20 22:35:02";"Erpo";"Earth";3500;"";""
"2018-12-20 22:28:02";"Xini";"Eris";14000;"blueprint";"Vauban Systems"
"2018-12-20 22:28:01";"Despina";"Neptune";0;"resource";"Karak Wraith Stock"
"2018-12-20 22:25:01";"Proteus";"Neptune";0;"resource";"Forma Blueprint"
"2018-12-20 22:22:01";"Ares";"Mars";5900;"";""
"2018-12-20 22:16:02";"M Prime";"Mercury";5300;"miscellaneous";"Vigor"
"2018-12-20 21:43:01";"Marid";"Sedna";14000;"miscellaneous";"150 ENDO"
"2018-12-20 21:21:01";"Sharpless";"Phobos";6500;"";""
"2018-12-20 21:15:02";"Outer Terminus";"Pluto";14300;"";""
"2018-12-20 21:06:02";"Triton";"Neptune";11900;"blueprint";"Dark Sword"
"2018-12-20 20:35:01";"Sycorax";"Uranus";10400;"resource";"Tellurium"
"2018-12-20 20:31:02";"Everest";"Earth";3500;"blueprint";"Banshee Chorus Helmet"
"2018-12-20 19:51:01";"Tessera";"Venus";5300;"blueprint";"Ceramic Dagger"
"2018-12-20 19:49:01";"Abaddon";"Europa";9500;"resource";"Nitain Extract"
"2018-12-20 19:32:01";"Olympus";"Mars";6500;"miscellaneous";"Lethal Torrent"
"2018-12-20 19:30:01";"Ani";"Void";10100;"resource";"Void Traces (20x)"
"2018-12-20 18:58:49";"Narcissus";"Pluto";0;"resource";"Fieldron (3x)"
"2018-12-20 18:50:02";"Boethius";"Mercury";5600;"resource";"Neurodes"
"2018-12-20 18:46:01";"Telesto";"Saturn";9500;"";""
"2018-12-20 18:39:01";"Hydron";"Sedna";14300;"";""
"2018-12-20 18:33:01";"Kiste";"Ceres";7100;"";""
"2018-12-20 18:19:01";"Xini";"Eris";13100;"blueprint";"Limbo Magrite Helmet"
"2018-12-20 18:04:01";"Narcissus";"Pluto";12500;"";""
"2018-12-20 17:49:01";"Pacific";"Earth";3800;"blueprint";"Khora Delphi Helmet"
"2018-12-20 17:37:01";"Valefor";"Europa";8600;"";""
"2018-12-20 17:02:01";"Keeler";"Saturn";10100;"miscellaneous";"100 ENDO"
"2018-12-20 16:55:01";"Ara";"Mars";6200;"miscellaneous";"80 ENDO"
"2018-12-20 16:32:01";"Ananke";"Jupiter";8300;"blueprint";"Volt Storm Helmet"
"2018-12-20 16:20:01";"Lares";"Mercury";6200;"";""
"2018-12-20 16:05:01";"Cypress";"Pluto";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-12-20 16:02:01";"Lex";"Ceres";0;"resource";"Fieldron (3x)"
"2018-12-20 15:59:01";"Solium";"Eris";13400;"blueprint";"Nekros Shroud Helmet"
"2018-12-20 15:54:01";"Kappa";"Sedna";13400;"miscellaneous";"150 ENDO"
"2018-12-20 15:44:01";"Taranis";"Void";5900;"resource";"Void Traces (20x)"
"2018-12-20 15:02:02";"Pallas";"Ceres";6500;"miscellaneous";"100 ENDO"
"2018-12-20 14:50:01";"Erpo";"Earth";4100;"miscellaneous";"Shred"
"2018-12-20 14:38:01";"Ares";"Mars";6200;"miscellaneous";"80 ENDO"
"2018-12-20 14:32:02";"Cytherean";"Venus";5000;"resource";"Nitain Extract"
"2018-12-20 14:31:01";"Cerberus";"Pluto";0;"resource";"Fieldron (3x)"
"2018-12-20 14:27:01";"Orias";"Europa";9500;"";""
"2018-12-20 14:06:01";"Galatea";"Neptune";11000;"";""
"2018-12-20 13:37:01";"Elion";"Mercury";5300;"resource";"Morphics"
"2018-12-20 13:11:01";"Bode";"Ceres";6500;"blueprint";"Dark Dagger"
"2018-12-20 13:10:02";"Ananke";"Jupiter";8300;"";""
"2018-12-20 12:54:01";"Stickney";"Phobos";6800;"";""
"2018-12-20 12:50:02";"Calypso";"Saturn";10100;"";""
"2018-12-20 12:40:01";"Syrtis";"Mars";5600;"";""
"2018-12-20 12:04:01";"Ophelia";"Uranus";10400;"resource";"Tellurium"
"2018-12-20 11:48:01";"Montes";"Venus";5000;"";""
"2018-12-20 11:42:01";"Kokabiel";"Europa";9200;"miscellaneous";"100 ENDO"
"2018-12-20 11:19:01";"Everest";"Earth";3200;"miscellaneous";"80 ENDO"
"2018-12-20 11:02:01";"Kelpie";"Sedna";14000;"resource";"Alloy Plate (1,500x)"
"2018-12-20 10:46:01";"Gradivus";"Mars";0;"resource";"Fieldron (3x)"
"2018-12-20 10:46:01";"Olympus";"Mars";0;"resource";"Detonite Injector (3x)"
"2018-12-20 10:38:01";"Oxomoco";"Void";12800;"blueprint";"Plasma Sword"
"2018-12-20 10:37:01";"Amalthea";"Jupiter";8300;"";""
"2018-12-20 10:35:01";"Cinxia";"Ceres";7700;"blueprint";"Oberon Oryx Helmet"
"2018-12-20 10:19:02";"Enceladus";"Saturn";10400;"";""
"2018-12-20 10:09:02";"Olympus";"Mars";6800;"";""
"2018-12-20 09:43:01";"Lares";"Mercury";5300;"resource";"Neurodes"
"2018-12-20 09:14:01";"Monolith";"Phobos";7100;"resource";"Nitain Extract"
"2018-12-20 09:12:02";"Acheron";"Pluto";14300;"";""
"2018-12-20 08:37:02";"Cytherean";"Venus";4100;"blueprint";"Oberon Markhor Helmet"
"2018-12-20 08:21:02";"Ara";"Mars";0;"resource";"Mutagen Mass"
"2018-12-20 08:21:02";"Caliban";"Uranus";10700;"";""
"2018-12-20 08:21:01";"Augustus";"Mars";0;"resource";"Detonite Injector (3x)"
"2018-12-20 08:21:01";"Everest";"Earth";4400;"";""
"2018-12-20 07:57:02";"Solium";"Eris";14000;"blueprint";"Mirage Harlequin Helmet"
"2018-12-20 07:55:01";"Anthe";"Saturn";9500;"resource";"Polymer Bundle (300x)"
"2018-12-20 07:31:02";"Ara";"Mars";6200;"";""
"2018-12-20 07:20:02";"Io";"Jupiter";8300;"miscellaneous";"100 ENDO"
"2018-12-20 07:17:01";"Sharpless";"Phobos";6500;"miscellaneous";"100 ENDO"
"2018-12-20 07:01:01";"Ares";"Mars";0;"resource";"Detonite Injector (3x)"
"2018-12-20 06:44:01";"Minthe";"Pluto";12800;"miscellaneous";"Drifting Contact"
"2018-12-20 06:41:01";"Oceanum";"Pluto";0;"resource";"Fieldron (3x)"
"2018-12-20 06:40:01";"Tiwaz";"Void";9800;"resource";"Gallium"
"2018-12-20 06:31:01";"Casta";"Ceres";7700;"";""
"2018-12-20 06:08:01";"Orias";"Europa";9500;"miscellaneous";"100 ENDO"
"2018-12-20 06:05:02";"Erpo";"Earth";4700;"resource";"Ferrite (3,000x)"
"2018-12-20 05:31:02";"Saxis";"Eris";13700;"aura";"Loot Detector"
"2018-12-20 05:26:01";"Salacia";"Neptune";11600;"";""
"2018-12-20 05:17:01";"Cytherean";"Venus";4400;"";""
"2018-12-20 04:41:01";"Olympus";"Mars";6500;"";""
"2018-12-20 04:33:01";"Sao";"Neptune";0;"resource";"Strun Wraith Receiver"
"2018-12-20 04:30:01";"Cressida";"Uranus";11600;"resource";"Nitain Extract"
"2018-12-20 04:22:01";"Stickney";"Phobos";6200;"resource";"Rubedo (450x)"
"2018-12-20 04:01:01";"Charybdis";"Sedna";13100;"";""
"2018-12-20 03:51:02";"Hydra";"Pluto";0;"resource";"Fieldron (3x)"
"2018-12-20 03:51:02";"Outer Terminus";"Pluto";0;"resource";"Fieldron (3x)"
"2018-12-20 03:45:02";"Armaros";"Europa";8300;"";""
"2018-12-20 03:41:02";"Outer Terminus";"Pluto";13100;"miscellaneous";"Ice Storm"
"2018-12-20 03:20:01";"Stribog";"Void";10100;"resource";"Void Traces (20x)"
"2018-12-20 03:18:02";"Solium";"Eris";14000;"miscellaneous";"150 ENDO"
"2018-12-20 02:59:01";"Ananke";"Jupiter";8300;"";""
"2018-12-20 02:58:01";"Tessera";"Venus";3800;"blueprint";"Pangolin Sword"
"2018-12-20 02:26:01";"Ludi";"Ceres";8000;"";""
"2018-12-20 02:22:02";"Narcissus";"Pluto";0;"resource";"Fieldron (3x)"
"2018-12-20 02:22:01";"Cerberus";"Pluto";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-12-20 02:18:01";"Galatea";"Neptune";11300;"";""
"2018-12-20 01:51:02";"Rosalind";"Uranus";11600;"aura";"EMP"
"2018-12-20 01:37:02";"Erpo";"Earth";3800;"miscellaneous";"80 ENDO"
"2018-12-20 01:25:02";"Ara";"Mars";5900;"miscellaneous";"80 ENDO"
"2018-12-20 01:14:02";"Keeler";"Saturn";10400;"blueprint";"Excalibur Avalon Helmet"
"2018-12-20 00:47:01";"Kelpie";"Sedna";14600;"aura";"Infested Impedance"
"2018-12-20 00:41:02";"Armaros";"Europa";8300;"";""
"2018-12-20 00:27:02";"Cytherean";"Venus";5000;"";""
"2018-12-20 00:18:01";"Mot";"Void";14900;"resource";"Void Traces (20x)"
"2018-12-20 00:17:01";"Lex";"Ceres";7700;"resource";"Control Module"
"2018-12-19 23:42:01";"Proteus";"Neptune";11900;"miscellaneous";"150 ENDO"
"2018-12-19 23:33:01";"Erpo";"Earth";4700;"miscellaneous";"80 ENDO"
"2018-12-19 23:20:02";"Oestrus";"Eris";13400;"resource";"Nitain Extract"
"2018-12-19 23:07:01";"Anthe";"Saturn";9500;"miscellaneous";"Armored Agility"
"2018-12-19 23:05:02";"Stickney";"Phobos";6500;"";""
"2018-12-19 22:46:01";"Charybdis";"Sedna";13400;"miscellaneous";"150 ENDO"
"2018-12-19 22:16:02";"Elion";"Mercury";5000;"blueprint";"Heat Dagger"
"2018-12-19 22:00:02";"Stribog";"Void";8900;"resource";"Void Traces (20x)"
"2018-12-19 21:56:01";"Olympus";"Mars";6500;"";""
"2018-12-19 21:53:01";"Kiliken";"Venus";4700;"resource";"Ferrite (3,000x)"
"2018-12-19 21:21:01";"Casta";"Ceres";7700;"miscellaneous";"100 ENDO"
"2018-12-19 20:58:02";"Kokabiel";"Europa";9200;"resource";"Nano Spores (3,000x)"
"2018-12-19 20:47:01";"Oestrus";"Eris";14000;"";""
"2018-12-19 20:28:01";"Ananke";"Jupiter";7700;"";""
"2018-12-19 20:27:01";"Proteus";"Neptune";12200;"";""
"2018-12-19 20:16:01";"Erpo";"Earth";3500;"miscellaneous";"Wildfire"
"2018-12-19 20:03:01";"Ara";"Mars";6200;"miscellaneous";"Animal Instinct"
